Date,EURUSD=X,"GARCH(1,1) Volatility"
2003-12-01,1.19650137424469,
2003-12-02,1.2088974714279175,0.005872510966961437
2003-12-03,1.2122975587844849,0.006201061185788354
2003-12-04,1.2080942392349243,0.006100191517250654
2003-12-05,1.2186946868896484,0.0060213409341617
2003-12-08,1.2220009565353394,0.0062129836274425225
2003-12-09,1.2249947786331177,0.0061092072434713925
2003-12-10,1.2190959453582764,0.00600542212683535
2003-12-11,1.2224042415618896,0.005979060364539321
2003-12-12,1.2278977632522583,0.005888145703851215
2003-12-15,1.2319974899291992,0.005857298540876078
2003-12-16,1.2321947813034058,0.005789584527967124
2003-12-17,1.2402024269104004,0.005676816177109652
2003-12-18,1.2422977685928345,0.005755960172704766
2003-12-19,1.2384973764419556,0.005657648001787757
2003-12-22,1.2398948669433594,0.005593236909358233
2003-12-23,1.2400025129318237,0.005496511619575204
2003-12-24,1.245298981666565,0.00539899060659419
2003-12-25,1.2448029518127441,0.005392210345615556
2003-12-26,1.243193507194519,0.005300908701558904
2003-12-29,1.2483927011489868,0.005221678002309293
2003-12-30,1.2548940181732178,0.0052236920053145754
2003-12-31,1.2590018510818481,0.005271278927406958
2004-01-01,1.2581939697265625,0.005237615814387941
2004-01-02,1.2581939697265625,0.005155929261887999
2004-01-05,1.2686975002288818,0.0050768597890306685
2004-01-06,1.2721028327941895,0.005337763973320386
2004-01-07,1.2640947103500366,0.00528325962968276
2004-01-08,1.2774981260299683,0.005384612826291816
2004-01-09,1.2858924865722656,0.005796234431519622
2004-01-12,1.2740962505340576,0.005869594570317919
2004-01-13,1.278592586517334,0.006109285030642207
2004-01-14,1.2651021480560303,0.006032323962069709
2004-01-15,1.260096549987793,0.006364045088775225
2004-01-16,1.239802598953247,0.006284658824460275
2004-01-19,1.235406756401062,0.007137030329953949
2004-01-20,1.2589067220687866,0.007003439293582861
2004-01-21,1.2659028768539429,0.008028198354058132
2004-01-22,1.2725075483322144,0.007908038835283628
2004-01-23,1.2583048343658447,0.007782928745021712
2004-01-26,1.2487980127334595,0.00797906600462883
2004-01-27,1.2636953592300415,0.007945041915629999
2004-01-28,1.2441989183425903,0.008173632854609505
2004-01-29,1.2410026788711548,0.008674377801018854
2004-01-30,1.2468050718307495,0.008447243545860563
2004-02-02,1.2433016300201416,0.008276991018633332
2004-02-03,1.2534940242767334,0.008071919681492635
2004-02-04,1.2539970874786377,0.008061847130583718
2004-02-05,1.2571974992752075,0.007842469006987294
2004-02-06,1.2700024843215942,0.007653751624199517
2004-02-09,1.2694060802459717,0.007789920814616182
2004-02-10,1.26850426197052,0.007582681385194745
2004-02-11,1.2830052375793457,0.007385666494527722
2004-02-12,1.2818048000335693,0.007632870781003526
2004-02-13,1.272799015045166,0.007434813535181077
2004-02-16,1.2765034437179565,0.007411650233951836
2004-02-17,1.2857933044433594,0.007250257826945682
2004-02-18,1.2725075483322144,0.007251178618240743
2004-02-19,1.2757054567337036,0.0074382268040578585
2004-02-20,1.2542015314102173,0.007268100172476202
2004-02-23,1.2571974992752075,0.008037469950578923
2004-02-24,1.2677966356277466,0.00783704384516332
2004-02-25,1.249703288078308,0.007855569169581696
2004-02-26,1.2448029518127441,0.008291491385086277
2004-02-27,1.2494065761566162,0.008108844336031276
2004-03-01,1.2448029518127441,0.007930317521823006
2004-03-02,1.220405101776123,0.007759800997831728
2004-03-03,1.2190959453582764,0.008752644254096692
2004-03-04,1.220703125,0.008506098252292005
2004-03-05,1.2367972135543823,0.008272224968147536
2004-03-08,1.242606520652771,0.008561045074045924
2004-03-09,1.2319064140319824,0.00838562434295194
2004-03-10,1.2231967449188232,0.008376945884000715
2004-03-11,1.235101580619812,0.008295659833404048
2004-03-12,1.2224042415618896,0.00835219963035866
2004-03-15,1.22720468044281,0.00844094782536923
2004-03-16,1.2261061668395996,0.008251578812914967
2004-03-17,1.2227030992507935,0.008025752005949145
2004-03-18,1.2388964891433716,0.007831801669995713
2004-03-19,1.2269035577774048,0.008171460585513648
2004-03-22,1.2345983982086182,0.00823803593975997
2004-03-23,1.2345069646835327,0.008132123988076046
2004-03-24,1.2139016389846802,0.007909117547078912
2004-03-25,1.2136952877044678,0.008565310914044532
2004-03-26,1.212694525718689,0.008323577490989605
2004-03-29,1.216604232788086,0.008094231898950165
2004-03-30,1.2185016870498657,0.007906050715867764
2004-03-31,1.231299638748169,0.007701042410425235
2004-04-01,1.2365065813064575,0.007853807212037133
2004-04-02,1.2129004001617432,0.0077015433429401025
2004-04-05,1.201302170753479,0.008646301784772548
2004-04-06,1.213106393814087,0.008670470967733766
2004-04-07,1.216604232788086,0.008704228270829156
2004-04-08,1.2077003717422485,0.008481228638519864
2004-04-09,1.208605170249939,0.008404359808815062
2004-04-12,1.2073066234588623,0.008171290727804615
2004-04-13,1.193801760673523,0.007950082567923102
2004-04-14,1.1947003602981567,0.00813260786373088
2004-04-15,1.1986957788467407,0.007911440226822483
2004-04-16,1.2002928256988525,0.00773461379054177
2004-04-19,1.2006964683532715,0.007535196348199328
2004-04-20,1.184805989265442,0.0073391151771706265
2004-04-21,1.1810001134872437,0.007745727530267952
2004-04-22,1.1925063133239746,0.007573669374358998
2004-04-23,1.1850025653839111,0.0076885346515243305
2004-04-26,1.1861974000930786,0.007616362870679485
2004-04-27,1.1929045915603638,0.007419743006328944
2004-04-28,1.1843008995056152,0.007338239483214968
2004-04-29,1.196000576019287,0.007330732453119166
2004-04-30,1.198293685913086,0.007475166554128738
2004-05-03,1.193602204322815,0.007294181219355098
2004-05-04,1.2105072736740112,0.0071620729664104476
2004-05-05,1.215894103050232,0.007659599802464251
2004-05-06,1.2077003717422485,0.0075238025172609645
2004-05-07,1.1880011558532715,0.0074814056217358885
2004-05-10,1.1845955848693848,0.008160927796623684
2004-05-11,1.1881988048553467,0.007962265086386058
2004-05-12,1.190504550933838,0.0077767539306785325
2004-05-13,1.1804006099700928,0.007582043731096055
2004-05-14,1.1881988048553467,0.007624500798023465
2004-05-17,1.2025011777877808,0.007569309410283074
2004-05-18,1.1945005655288696,0.00784308573794699
2004-05-19,1.2003936767578125,0.007776673894326669
2004-05-20,1.1957002878189087,0.00764946720658706
2004-05-21,1.2028049230575562,0.0074987230858227305
2004-05-24,1.199903964996338,0.0074236954144512686
2004-05-25,1.210097074508667,0.007252082170847782
2004-05-26,1.2110936641693115,0.00731812813286415
2004-05-27,1.227596402168274,0.007133945115884308
2004-05-28,1.2218068838119507,0.00758710000271869
2004-05-31,1.2198989391326904,0.007462958607964262
2004-06-01,1.2244998216629028,0.007277931198076086
2004-06-02,1.2218962907791138,0.007143328815580024
2004-06-03,1.2221053838729858,0.006980682479910395
2004-06-04,1.2275059223175049,0.0068097236676371575
2004-06-07,1.2318001985549927,0.006719937219324047
2004-06-08,1.2261061668395996,0.006607871218640629
2004-06-09,1.2042969465255737,0.006536419134558649
2004-06-10,1.2109030485153198,0.007540632914751296
2004-06-11,1.2015043497085571,0.007445678511731688
2004-06-14,1.2061998844146729,0.007458675860587748
2004-06-15,1.216604232788086,0.007318238120269237
2004-06-16,1.2006964683532715,0.0073866225538542244
2004-06-17,1.20339834690094,0.007773932992920897
2004-06-18,1.2145060300827026,0.007583653884516684
2004-06-21,1.2126061916351318,0.007666427750444536
2004-06-22,1.2121946811676025,0.007472053316150292
2004-06-23,1.208605170249939,0.007278757413743984
2004-06-24,1.2174040079116821,0.007124476687485742
2004-06-25,1.2203009128570557,0.007134419683821811
2004-06-28,1.2186946868896484,0.006976757985961648
2004-06-29,1.2098042964935303,0.006812060117324786
2004-06-30,1.218397855758667,0.006846581846698873
2004-07-01,1.2162047624588013,0.006867538120204524
2004-07-02,1.2311025857925415,0.006713618076298675
2004-07-05,1.229997158050537,0.007099394862305865
2004-07-06,1.2285012006759644,0.006925597086990188
2004-07-07,1.2371032238006592,0.006762408822103426
2004-07-08,1.2394952774047852,0.0067843164800742576
2004-07-09,1.241896629333496,0.0066367649354848205
2004-07-12,1.240802526473999,0.006496591609197888
2004-07-13,1.2333041429519653,0.006351410139597027
2004-07-14,1.2384973764419556,0.0063557226039202466
2004-07-15,1.235605239868164,0.006285635531379818
2004-07-16,1.245593786239624,0.006169657639992422
2004-07-19,1.2439976930618286,0.00630132889999197
2004-07-20,1.2333954572677612,0.006169203136953258
2004-07-21,1.226301670074463,0.006332083917056383
2004-07-22,1.2255953550338745,0.006324093321818103
2004-07-23,1.2095993757247925,0.006185623841234166
2004-07-26,1.2139016389846802,0.006726286961166703
2004-07-27,1.2064036130905151,0.006615432956527725
2004-07-28,1.2043983936309814,0.006607668048479178
2004-07-29,1.2038040161132812,0.006464696557783185
2004-07-30,1.2016053199768066,0.006319014410901857
2004-08-02,1.2021976709365845,0.006192787702725619
2004-08-03,1.2052984237670898,0.00606059426531496
2004-08-04,1.2059961557388306,0.005962172987251257
2004-08-05,1.2051968574523926,0.005841973443101741
2004-08-06,1.2307995557785034,0.005728198628288992
2004-08-09,1.2272950410842896,0.00732781538714039
2004-08-10,1.2236007452011108,0.007168791320815581
2004-08-11,1.222195029258728,0.007021056591023865
2004-08-12,1.223900318145752,0.006852769514369865
2004-08-13,1.237593173980713,0.006695111847704826
2004-08-16,1.2358952760696411,0.006996173212452119
2004-08-17,1.2345069646835327,0.0068310955039168975
2004-08-18,1.2340041399002075,0.0066716126897101696
2004-08-19,1.2371950149536133,0.006515677227833162
2004-08-20,1.2321947813034058,0.006393107460855709
2004-08-23,1.2151997089385986,0.0063147253417148
2004-08-24,1.2081964015960693,0.006910669122203197
2004-08-25,1.208605170249939,0.0068648835260429215
2004-08-26,1.2099066972732544,0.006699686917290418
2004-08-27,1.2019952535629272,0.006546394828424375
2004-08-30,1.2049063444137573,0.0065610994004079645
2004-08-31,1.2178043127059937,0.006432966558334399
2004-09-01,1.2190067768096924,0.006724921308771949
2004-09-02,1.217300295829773,0.006569700277587279
2004-09-03,1.205501914024353,0.006425512208102204
2004-09-06,1.2065927982330322,0.006646454606875387
2004-09-07,1.2099066972732544,0.006494402708507391
2004-09-08,1.2189027070999146,0.006376312398914198
2004-09-09,1.2242000102996826,0.006451305788678092
2004-09-10,1.2272950410842896,0.006380073128690324
2004-09-13,1.2264070510864258,0.006263445708631971
2004-09-14,1.2260010242462158,0.006128729464213676
2004-09-15,1.215701937675476,0.005999058878468166
2004-09-16,1.2190067768096924,0.006169713631913327
2004-09-17,1.2182048559188843,0.0060684114215193985
2004-09-20,1.2174040079116821,0.005943073152995055
2004-09-21,1.2328935861587524,0.005824085852486877
2004-09-22,1.2266929149627686,0.006372687527023368
2004-09-23,1.22720468044281,0.006331092701774878
2004-09-24,1.227596402168274,0.006191776512757863
2004-09-27,1.2307995557785034,0.006059027274827411
2004-09-28,1.232103705406189,0.005961347270919668
2004-09-29,1.2336997985839844,0.005844624783252936
2004-09-30,1.2433944940567017,0.005736392117888578
2004-10-01,1.2414957284927368,0.00589331855577581
2004-10-04,1.2289994955062866,0.005784978142080215
2004-10-05,1.2316029071807861,0.0061053417656754625
2004-10-06,1.2280938625335693,0.00599542668561646
2004-10-07,1.229906439781189,0.00590618075949998
2004-10-08,1.2410026788711548,0.005796909321861937
2004-10-11,1.238405466079712,0.006029276902279374
2004-10-12,1.232103705406189,0.005922432312589154
