Date,GBPUSD=X,"GARCH(1,1) Volatility"
2003-12-31,1.7888127565383911,
2004-01-31,1.8252837657928467,0.022976351057517136
2004-02-29,1.8695082664489746,0.02330592497446225
2004-03-31,1.843385934829712,0.0237137095040757
2004-04-30,1.7785998582839966,0.023668829078609135
2004-05-31,1.8326095342636108,0.024478460035460035
2004-06-30,1.8202005624771118,0.024917886134400383
2004-07-31,1.822090983390808,0.024543195497557513
2004-08-31,1.8024837970733643,0.024211017897144964
2004-09-30,1.8128092288970947,0.02401336986754275
2004-10-31,1.8381000757217407,0.02380954974128972
2004-11-30,1.9095995426177979,0.023787972063595404
2004-12-31,1.9197911024093628,0.024829454782160525
2005-01-31,1.8841972351074219,0.024475512144736974
2005-02-28,1.9192017316818237,0.0244052130710427
2005-03-31,1.889501929283142,0.024398669028719424
2005-04-30,1.9094902276992798,0.02426142892120282
2005-05-31,1.8176862001419067,0.024084322053476378
2005-06-30,1.7902858257293701,0.025675411382535925
2005-07-31,1.7582108974456787,0.02529925547617933
2005-08-31,1.8033939599990845,0.025060505652234527
2005-09-30,1.7646021842956543,0.02518151397323406
2005-10-31,1.7687844038009644,0.025072690993748422
2005-11-30,1.7309123277664185,0.02465319885261924
2005-12-31,1.7206965684890747,0.024639487241481003
2006-01-31,1.7785998582839966,0.02430642260649769
2006-02-28,1.7542012929916382,0.024943932084265825
2006-03-31,1.7377101182937622,0.024668611797747982
2006-04-30,1.8259837627410889,0.024368307639427447
2006-05-31,1.8716076612472534,0.026062234924150413
2006-06-30,1.8490097522735596,0.02596651600802115
2006-07-31,1.8682161569595337,0.025480088716761686
2006-08-31,1.9030944108963013,0.025081661224383267
2006-09-30,1.8717128038406372,0.02495204066210938
2006-10-31,1.9082876443862915,0.02473875130000829
2006-11-30,1.9664137363433838,0.024699656217756064
2006-12-31,1.9592092037200928,0.02509882435156572
2007-01-31,1.9634021520614624,0.024671411522564857
2007-02-28,1.9640191793441772,0.024321158143284855
2007-03-31,1.9525147676467896,0.024026469594867806
2007-04-30,2.0,0.02380270975520581
2007-05-31,1.9798059463500977,0.024114538280743628
2007-06-30,2.008314371109009,0.023924020436401502
2007-07-31,2.029385566711426,0.023891955986458543
2007-08-31,2.017186403274536,0.02378099708127125
2007-09-30,2.046203374862671,0.02360303214773609
2007-10-31,2.079780340194702,0.02363101521044554
2007-11-30,2.0566821098327637,0.02370743938205554
2007-12-31,1.9866102933883667,0.023607796089859974
2008-01-31,1.9906044006347656,0.024369369264828373
2008-02-29,1.9866102933883667,0.024072059827181788
2008-03-31,1.9842058420181274,0.023821377076188727
2008-04-30,1.9877949953079224,0.023615132616285044
2008-05-31,1.982789397239685,0.02345294670832219
2008-06-30,1.992984652519226,0.02331577359107044
2008-07-31,1.9831039905548096,0.02323361165114931
2008-08-31,1.8217922449111938,0.0231482172018796
2008-09-30,1.7820864915847778,0.028417172417481856
2008-10-31,1.607303500175476,0.027746888950645605
2008-11-30,1.5385088920593262,0.03363928424952132
2008-12-31,1.4656095504760742,0.03297283178143217
2009-01-31,1.456303596496582,0.0326826037734845
2009-02-28,1.4272053241729736,0.031068070592412487
2009-03-31,1.434493899345398,0.029916028097398507
2009-04-30,1.4788086414337158,0.02872239372076317
2009-05-31,1.6186991930007935,0.028379893497092707
2009-06-30,1.6466867923736572,0.03283597504738724
2009-07-31,1.670508861541748,0.03138721625761184
2009-08-31,1.629195213317871,0.030099520942747864
2009-09-30,1.6002048254013062,0.029242283850699984
2009-10-31,1.6447908878326416,0.028327208038950173
2009-11-30,1.6457926034927368,0.02793217908790441
2009-12-31,1.6182016134262085,0.027027142911343855
2010-01-31,1.5984909534454346,0.026455714023752637
2010-02-28,1.523902416229248,0.02588717818851673
2010-03-31,1.5183724164962769,0.026959557667371317
2010-04-30,1.5300110578536987,0.02621640281201824
2010-05-31,1.4522007703781128,0.025649081992504208
2010-06-30,1.4944332838058472,0.027088569722428884
2010-07-31,1.5687997341156006,0.02696649702527937
2010-08-31,1.54659903049469,0.027993428741436174
2010-09-30,1.57957923412323,0.02720343888521452
2010-10-31,1.5774115324020386,0.026774967998871527
2010-11-30,1.5556211471557617,0.026057284638323106
2010-12-31,1.5437101125717163,0.025587691613944388
2011-01-31,1.5829297304153442,0.025105063357701525
2011-02-28,1.610046625137329,0.025205892329919516
2011-03-31,1.6074068546295166,0.025009088050186697
2011-04-30,1.665001630783081,0.0245919817729399
2011-05-31,1.6487774848937988,0.025285163490270237
2011-06-30,1.6075878143310547,0.024880689463566877
2011-07-31,1.6368486881256104,0.024953759376194776
2011-08-31,1.6307626962661743,0.024833769533752364
2011-09-30,1.5599408149719238,0.024452956454643546
2011-10-31,1.6111880540847778,0.025617271825308378
2011-11-30,1.5597946643829346,0.025947576681128768
2011-12-31,1.5415922403335571,0.026119973584740858
2012-01-31,1.570845127105713,0.025600236288140676
2012-02-29,1.5922045707702637,0.025385066582570486
2012-03-31,1.595914363861084,0.025067503803564945
2012-04-30,1.6281341314315796,0.02464870369677395
2012-05-31,1.5482993125915527,0.024647371779329335
2012-06-30,1.5518311262130737,0.026179074600949495
2012-07-31,1.5713387727737427,0.02556921659963471
2012-08-31,1.5790305137634277,0.02519690266503716
2012-09-30,1.6232975721359253,0.02477420626164018
2012-10-31,1.6074585914611816,0.025048634489194872
2012-11-30,1.6041065454483032,0.02468590638073702
2012-12-31,1.616292119026184,0.024326099867326832
2013-01-31,1.579778790473938,0.024088946073835615
2013-02-28,1.5167601108551025,0.02422371273684016
2013-03-31,1.5197569131851196,0.025202407159264827
2013-04-30,1.549426794052124,0.024758351586658425
2013-05-31,1.5229045152664185,0.0247150209106797
2013-06-30,1.5258322954177856,0.024561111759711002
2013-07-31,1.5242043733596802,0.02422930491011847
2013-08-31,1.550652027130127,0.02394960554872463
2013-09-30,1.6168932914733887,0.023992421070124975
2013-10-31,1.602615475654602,0.02522353781732473
2013-11-30,1.6340937614440918,0.024817733186223424
2013-12-31,1.6495118141174316,0.024767086191788617
2014-01-31,1.6498383283615112,0.024478680108135604
2014-02-28,1.6691983938217163,0.024155734010833502
2014-03-31,1.6643919944763184,0.024020506776639302
2014-04-30,1.6824253797531128,0.023781180631078574
2014-05-31,1.6724364757537842,0.02369721201274224
2014-06-30,1.7034034729003906,0.023533911628607407
2014-07-31,1.6910173892974854,0.023691724418873294
2014-08-31,1.6589525938034058,0.023542006441483826
2014-09-30,1.624220371246338,0.02366078888804114
2014-10-31,1.600102424621582,0.02382033593991984
2014-11-30,1.5724753141403198,0.02377539245807589
2014-12-31,1.5569047927856445,0.023800362911062887
2015-01-31,1.5079090595245361,0.023664311099055015
2015-02-28,1.5418059825897217,0.02427392324327765
2015-03-31,1.4809110164642334,0.02442329603906306
2015-04-30,1.542686104774475,0.025333156343519337
2015-05-31,1.531909704208374,0.026205136239798272
2015-06-30,1.573192834854126,0.02561026915401616
2015-07-31,1.5604275465011597,0.025676802538049055
2015-08-31,1.5418059825897217,0.025183770133993474
2015-09-30,1.5157945156097412,0.02483167752100429
2015-10-31,1.532379150390625,0.024649997899505397
2015-11-30,1.5038950443267822,0.024409236645809445
2015-12-31,1.481920599937439,0.024352661161793025
2016-01-31,1.4362038373947144,0.02420379160826067
2016-02-29,1.3861935138702393,0.02467076277212719
2016-03-31,1.4374011754989624,0.02525070717140966
2016-04-30,1.4611338376998901,0.025866508817595675
2016-05-31,1.4635074138641357,0.025534211893020402
2016-06-30,1.3465837240219116,0.02503125981618632
2016-07-31,1.316187858581543,0.02951114266423793
2016-08-31,1.3090718984603882,0.028682158056866414
2016-09-30,1.2963443994522095,0.027669393284431017
2016-10-31,1.2215979099273682,0.026861083322723057
2016-11-30,1.249219298362732,0.028571824423846273
2016-12-31,1.2288031578063965,0.02794806468352377
2017-01-31,1.25,0.027211638183315016
2017-02-28,1.2439358234405518,0.02666385625633382
2017-03-31,1.2478474378585815,0.025975782347858068
2017-04-30,1.2893576622009277,0.025405294534025437
2017-05-31,1.2809016704559326,0.025798242676660494
2017-06-30,1.3011176586151123,0.025268849276049582
2017-07-31,1.3144922256469727,0.025024636876681664
2017-08-31,1.2920564413070679,0.0247047274968505
2017-09-30,1.343021035194397,0.024551399985215064
2017-10-31,1.3212482929229736,0.025457437016024796
2017-11-30,1.3417235612869263,0.02514642509651006
2017-12-31,1.344085931777954,0.024917025139139744
2018-01-31,1.4155884981155396,0.02452177673403064
2018-02-28,1.3906078338623047,0.026354738272194277
2018-03-31,1.4029377698898315,0.025921414165591232
2018-04-30,1.37710702419281,0.025421519862750545
2018-05-31,1.328356385231018,0.02517436583381992
2018-06-30,1.3075141906738281,0.025682873183357238
2018-07-31,1.3135426044464111,0.025319447622975555
2018-08-31,1.301100730895996,0.02487285241672124
2018-09-30,1.3078734874725342,0.024537223989394886
2018-10-31,1.2708903551101685,0.02423378274937413
2018-11-30,1.2784454822540283,0.024572295697575394
2018-12-31,1.269357681274414,0.024270404041178726
2019-01-31,1.3117163181304932,0.0240140613660904
2019-02-28,1.3318239450454712,0.024698356233357713
2019-03-31,1.30565345287323,0.024546249159970918
2019-04-30,1.2932428121566772,0.02449592040135471
2019-05-31,1.2609704732894897,0.024227935473107583
2019-06-30,1.267748475074768,0.02442573170720439
2019-07-31,1.2161602973937988,0.02414390630225775
2019-08-31,1.218650221824646,0.0251923886093494
