Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE,"Corr(Abs Log Return, GARCH Log Returns)","Corr(Abs Log Return, GARCH Abs Log Returns)","Corr(Abs Log Return, DD-EWMA Forecasted Volatility)",Volatility_Absolute_Log_Return,Volatility_GARCH_Log_Returns,Volatility_GARCH_Absolute_Log_Returns,Volatility_DD_EWMA_Forecasted_Volatility
2003-12-31,1.2590018510818481,,,,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,N/A,N/A,N/A,N/A
2004-01-31,1.2468050718307495,0.009734888559456228,0.022081894878775897,0.013723968822027043,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-02-29,1.2494065761566162,0.0020843627340909887,0.021666616472369827,0.013738093400377635,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-03-31,1.231299638748169,0.014598471089172727,0.02111905056705752,0.014407132497197439,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-04-30,1.198293685913086,0.027171611937406526,0.021164581357323818,0.014086273252808083,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Medium volatility,Low volatility,Low volatility,N/A
2004-05-31,1.2198989391326904,0.01786940204887555,0.02240180159269653,0.014083152423390711,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-06-30,1.218397855758667,0.0012312558231665494,0.0224416920855533,0.013779540908700809,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-07-31,1.2016053199768066,0.013878333285636701,0.021749469853183094,0.014535080794630605,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-08-31,1.2178043127059937,0.013391064148370296,0.02162216126208729,0.014210175287383461,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
2004-09-30,1.2433944940567017,0.02079564113100968,0.021496863242452237,0.01396009408389762,,,0.26192881294223075,0.26897632409819183,0.24755149529191495,Low volatility,Low volatility,Low volatility,N/A
