,VIX,Consumer Confidence,High Yield Spread,Job Openings,VVIX,Recession Probabilities
2007-01-31,1.8034838869863576,-1.033532780247165,-0.30821577421426216,-0.23954098361658255,1.2412304527537392,-0.006707489125673604
2007-02-28,1.8034838869863576,-1.033532780247165,-0.30821577421426216,-0.23954098361658255,1.2412304527537392,-0.006707489125673604
2007-03-31,-0.19011661033183588,-0.5680508656259864,0.17411267787252965,0.9977706839420609,0.593341007957733,0.004192180703546002
2007-04-30,-0.10782470204156383,-0.2629971806878974,-0.21834351107888952,-0.9808132477316913,-0.9673626861312061,0.02235829708557868
2007-05-31,-0.30924043096553966,0.24639001083963386,0.03178606215706215,-0.12166066378393964,-1.0278463618336942,0.0
2007-06-30,0.9158545297006822,-0.6076039055530071,0.9668440276878579,0.7732600400039175,0.4385374996439315,0.0030488586934880007
2007-07-31,1.6881812002261711,1.0692546572398833,1.3467252650755472,-0.9575777455368525,2.3562572734082194,0.010061233688510406
2007-08-31,-0.0223719952036948,-1.384808163799089,0.07875086186103791,-0.201611273441647,0.33309238400710806,-0.0022866440201160017
2007-09-30,-0.8648637631235762,0.0,-0.5345273343209169,0.41567783740641673,-1.353448531412453,0.001397393567848668
2007-10-31,0.11066592323162291,-0.5360853802990658,0.1092994418032324,-0.06131415009489313,0.4975565346284189,0.013175425068287432
2007-11-30,0.880287010974859,-1.0610912209706902,1.0016476945090578,0.038453600388460255,-0.33820129467083987,0.0068705183752559495
2007-12-31,-0.06080601088563891,-0.14100243064475726,0.1994685650838085,-0.38754541608891924,-0.5027902169634016,0.020864899379480866
2008-01-31,0.6180580677809956,0.6869277355185824,0.6128739686631952,0.30986579583435087,-0.5672855332968272,0.012512329277104479
2008-02-29,0.048773934679522596,-1.733634476779386,0.5357361722483989,-1.3300920746823421,-0.4796046327226608,0.00917200554278897
2008-03-31,-0.13170193078572107,-0.32837501091539195,0.45656481558774104,-0.22497378209041188,-0.2076379894244954,0.0030443844773759632
2008-04-30,-0.7073712526597719,-1.7755147795505044,-0.8894994137117462,-0.8016915826312794,-0.291328546489119,0.0015680380607542115
2008-05-31,-0.5351152555980829,-0.7999147476513596,0.023200353212950654,0.7024800925091339,0.9055810582622139,0.0006757026166378886
2008-06-30,1.2900606390577938,-1.0168051534287814,0.856711556354131,-1.5472247131599597,0.5637754520947011,0.000506680833234336
2008-07-31,-0.15849878045080953,1.522026237172497,0.6040232310178656,-0.3770219896468184,-0.5626621521474983,0.0006787881917093931
2008-08-31,-0.3751908311471867,0.5259943613757868,0.15383728502265764,-0.35663688597139825,-0.4468475384285264,0.0003560722522258741
2008-09-30,3.4108256288802035,2.0722508014836634,2.520505271089609,-2.1932074826676144,2.37086222706337,2.8604082665173876e-05
2008-10-31,1.956040629038911,-3.2307875567861375,4.204629943388354,0.8576036054357535,1.7896395762167232,-0.0010212152193838063
2008-11-30,-0.28930547897534775,-0.7141104003400469,1.671392112716301,-0.7707299420945177,-1.629685212525787,0.0011418465318699673
2008-12-31,-1.0388797453982845,1.5523016234453653,-1.1997380269460773,-0.46898872699092437,-0.212310162883149,1.6805695343940795e-05
2009-01-31,0.4547737285452131,0.32732427812736237,-0.8296941850475994,-2.311968330946231,1.0238238432491684,1.6772077229626244e-06
2009-02-28,0.126567104119405,-1.431873539300759,0.8288766456055804,0.8203846718960464,-0.5169555975242089,-8.38436140709108e-06
2009-03-31,-0.17920592065911592,0.31765201219852407,-0.44397635354972614,-2.054098958180796,-1.3472595194535566,-5.035652496752213e-06
2009-04-30,-0.6505354763430462,2.4344451071005095,-1.9895138984665486,-1.6814026458096225,-0.11851162407222765,-0.0001948289109019779
2009-05-31,-0.7805241070981157,0.9889663568724543,-1.142580072132251,1.9730198873999716,1.1681748851318379,-0.0006138673138498453
2009-06-30,-0.3339986922158743,0.5466666288534391,-0.7998661005001203,-0.3217128679655377,-0.34310664029186655,-0.002174479214231429
2009-07-31,-0.06133355279823865,-1.2124615787645285,-1.1896043285465767,-1.9301402944324701,-0.5144134211152643,-0.008001090628697896
2009-08-31,0.013050231976071067,-0.08129003766716687,-0.2589222710236429,0.8466269932121742,0.3318547736936338,-0.005534774523635898
2009-09-30,-0.057800181938913196,2.1231918513981585,-1.283220233812367,1.1361147484488698,-0.5023729604712649,-0.0033859921067102327
2009-10-31,0.745528244203457,-0.7056196466891544,-0.29746897542677325,-0.5806168959981154,1.7402013056280756,-0.003786485796751227
2009-11-30,-0.7568356569380347,-0.8105975427434216,-0.27002179937946735,0.718714732580532,-0.618199545741591,-0.00345238410880259
2009-12-31,-0.4339633897087632,1.3532258495929026,-0.7691442200968247,0.4629487791074197,-0.5395939052789513,-0.0016768722814184014
2010-01-31,0.5096806074173428,0.46867911372242704,-0.18010934999789358,1.8674014714502696,1.2479578885216953,-0.004192180703546002
2010-02-28,-0.7816133221779895,-0.19229901383631165,0.18292985436027676,-1.0745266982571178,-1.191110534341931,-0.004192180703546002
2010-03-31,-0.36813635293239355,0.0,-0.7718972142766858,0.08692879175588047,0.39825025568503325,-0.008384361407092004
2010-04-30,0.9529693014035613,-0.34018113588977494,-0.48213234020662493,3.1541770259062356,2.061962211907142,-0.008384361407092004
2010-05-31,1.7079263815182102,0.34677744600397925,1.5517697503244967,-0.9329114202711387,0.5743814923811517,-0.008384361407092004
2010-06-30,0.28947308958094825,0.5831676615253335,-0.24098390772170591,-1.1156846282452764,-0.3014499878354817,-0.008384361407092004
2010-07-31,-1.2013145827168776,-1.929568788836446,-0.8935865533788415,1.788437004057611,-0.9915563447470453,-0.002794787135697334
2010-08-31,0.40783282020929973,0.290150281938858,0.12620936444716077,-0.4800935751549293,-0.6012218930436272,-0.005869052984964402
2010-09-30,-0.3390547630141775,-0.18169326271036115,-0.8878957030096347,-0.4814919040837985,0.40985550079952904,0.0
2010-10-31,-0.3964620598109631,-0.13111296397930206,-0.525511856677659,1.936664584444355,-0.6974079208156176,-0.002794787135697334
2010-11-30,0.4148489483635629,1.0302341553682326,0.786095413372848,-0.1322566118584755,1.5755283844059735,-0.004192180703546002
2010-12-31,-0.9244472637437622,0.7243441903862142,-0.48611030114726067,-0.8494377572201225,-0.6538177615336772,0.0
2011-01-31,0.37690491144605065,-0.0720153353829926,-0.5533284241288658,0.26816419242778095,-0.021657512392732493,0.008384361407092004
2011-02-28,-0.22708573065550403,0.7953715275790217,-0.2420174967414482,0.7006781169752,-0.3336810677855699,0.03772962633191402
2011-03-31,-0.12494076946050124,-2.307588166035718,0.13180680217456137,0.1934123124312358,0.059626981947515215,-0.008384361407092004
2011-04-30,-0.6334721546934953,0.6093742082901703,-0.34213240543532925,-0.010933510665495819,0.11900800293211874,-0.008384361407092004
2011-05-31,0.1783675658799694,1.1529675829583903,0.11748512198138616,-0.4376088159580314,-0.2433948279968134,-0.0031441355276595013
2011-06-30,0.26029483277422943,-0.6739523984249669,0.681275236915421,1.5477435050849095,0.01320806291078958,-0.007545925266382804
2011-07-31,1.9861596296216073,-1.9509609040120148,-0.2983147567361433,0.8668454343082993,2.100008823986857,0.0
2011-08-31,0.9481741072465859,-2.217929128187392,2.030142907838324,-1.4466365462838942,-0.7778605537976079,0.016768722814184008
2011-09-30,1.3479106184026914,1.1858439186572443,1.413844791774632,2.383014318816515,0.4909130567905209,0.013973935678486676
