,VIX,Consumer Confidence,High Yield Spread,Job Openings,VVIX,Recession Probabilities
2007-01-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-02-28,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-03-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-04-30,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-05-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-06-30,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-07-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-08-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-09-30,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-10-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-11-30,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2007-12-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2008-01-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2008-02-29,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2008-03-31,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
2008-04-30,3.7584604479985493,17.883808286776816,11.681377842720519,17.827089140090298,6.679824776921562,0.008384361407092004
