Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE,"Corr(Abs Log Return, GARCH Log Returns)","Corr(Abs Log Return, GARCH Abs Log Returns)","Corr(Abs Log Return, DD-EWMA Forecasted Volatility)",Volatility_Absolute_Log_Return,Volatility_GARCH_Log_Returns,Volatility_GARCH_Absolute_Log_Returns,Volatility_DD_EWMA_Forecasted_Volatility
2003-12-01,1.7185969352722168,,,,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,N/A,N/A,N/A,N/A
2003-12-02,1.7303134202957153,0.00679433727635681,0.005306217371347197,0.0032998623681466366,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2003-12-03,1.7281005382537842,0.0012797093525809267,0.00540992717809038,0.0032818931895397556,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-04,1.7206965684890747,0.004293660027084534,0.005293675544002525,0.0032927996346395023,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-05,1.7331022024154663,0.007183792745651729,0.005261788325155036,0.003230025803615808,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2003-12-08,1.7342143058776855,0.0006414779254760861,0.005394936071715575,0.003232469143319743,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-09,1.7454140186309814,0.006437326279907785,0.00527478304269181,0.0032803165755059776,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2003-12-10,1.7397961616516113,0.0032238295852115018,0.005359058974020216,0.0032512932294265196,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-11,1.7462064027786255,0.0036777071925185867,0.005285725134493351,0.0032008558850886415,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-12,1.747304916381836,0.0006288879806347625,0.005235805039097546,0.0031466277156254364,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-15,1.747304916381836,0.0,0.005123396609245305,0.003202485772236051,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-16,1.7542012929916382,0.003939096557150301,0.0050142245772882565,0.0032925017872683306,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-17,1.7655055522918701,0.00642343164665049,0.00499141081045356,0.003231116080820004,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2003-12-18,1.7710086107254028,0.003112139593668739,0.005099507428597018,0.0032046996547538185,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-19,1.7651938199996948,0.0032887234713172564,0.005041774760124107,0.003158973475715786,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-22,1.7642908096313477,0.000511695322580108,0.00498904676773491,0.0031125399679079622,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-23,1.7641974687576294,5.2907005139712915e-05,0.004887613496914572,0.003178360942612805,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-24,1.775599718093872,0.006442340151525006,0.004790308196533134,0.0032671768929137157,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2003-12-25,1.775410532951355,0.00010655285641059109,0.004918112474038803,0.003239126032948691,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-26,1.7720128297805786,0.0019155899154617018,0.0048192600544419316,0.0033187512888934833,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-29,1.7744970321655273,0.001400928173298177,0.004743566759314932,0.003300412164931768,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-30,1.777998924255371,0.0019715114483346285,0.004665202094733012,0.0033044229591663267,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2003-12-31,1.7888127565383911,0.006063603230956227,0.004601985243946104,0.003284952790852415,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-01,1.785204291343689,0.002019277676899356,0.004722670476863401,0.003244812330208334,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-02,1.7936897277832031,0.0047419411105533715,0.004654463142882567,0.0032274623451290876,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-05,1.8072071075439453,0.0075078203424170376,0.004693917242561342,0.0031691724336147887,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-06,1.8212946653366089,0.007764983708680395,0.004907914303529782,0.0031911190038003486,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-07,1.8177852630615234,0.0019287311254776451,0.005118259214389617,0.0032244605457335466,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-08,1.8338866233825684,0.008818680960769099,0.005026647566771545,0.003211811247562311,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-09,1.848087191581726,0.007713601086515198,0.0053079200452404145,0.00330665589087746,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-12,1.845597267150879,0.0013482065595037396,0.005473283047319521,0.003328362500878331,,,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-13,1.8488048315048218,0.0017364461551577781,0.0053547000187698845,0.0033327604462752534,0.003937867018993612,0.0018856641335707545,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-14,1.8317031860351562,0.009293156524458057,0.005249597833735273,0.003320375131304777,0.003824141417952561,0.0020310422187784704,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Low volatility,Low volatility,N/A
2004-01-15,1.8251838684082031,0.003565504997267821,0.0055334098403645405,0.0034374398608563103,0.004341828821718216,0.002807779063514548,0.30433894323186633,0.2794111999501079,0.2949193783032795,Low volatility,Low volatility,Low volatility,N/A
2004-01-16,1.7990142107009888,0.01444187761271043,0.005460665427655615,0.0033719730563930767,0.004315596598528464,0.00277232437512401,0.30433894323186633,0.2794111999501079,0.2949193783032795,High volatility,Low volatility,Low volatility,N/A
2004-01-19,1.7832940816879272,0.008776592430412955,0.006228829020324198,0.003999899323205598,0.005903793507802262,0.004214857970266296,0.30433894323186633,0.2794111999501079,0.2949193783032795,Medium volatility,Medium volatility,Medium volatility,N/A
2004-01-20,1.8188101053237915,0.01972023726319183,0.00637247587913554,0.004025039612683887,0.006254842311912396,0.004251957567520011,0.30433894323186633,0.2794111999501079,0.2949193783032795,High volatility,Medium volatility,Medium volatility,N/A
