Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE,"Corr(Abs Log Return, GARCH Log Returns)","Corr(Abs Log Return, GARCH Abs Log Returns)","Corr(Abs Log Return, DD-EWMA Forecasted Volatility)",Volatility_Absolute_Log_Return,Volatility_GARCH_Log_Returns,Volatility_GARCH_Absolute_Log_Returns,Volatility_DD_EWMA_Forecasted_Volatility
2003-12-01,1.19650137424469,,,,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,N/A,N/A,N/A,N/A
2003-12-02,1.2088974714279175,0.010306986673657231,0.005872510966961437,0.0036614759480216685,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Medium volatility,Low volatility,Low volatility,N/A
2003-12-03,1.2122975587844849,0.002808604469449083,0.006201061185788354,0.004258224012386788,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-04,1.2080942392349243,0.00347325898110476,0.006100191517250654,0.004222117119947069,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-05,1.2186946868896484,0.00873624810230847,0.0060213409341617,0.004210835907901846,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Medium volatility,Low volatility,Low volatility,N/A
2003-12-08,1.2220009565353394,0.002709286327442273,0.0062129836274425225,0.004550174820758099,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-09,1.2249947786331177,0.0024469381360537057,0.0061092072434713925,0.004493699628248727,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-10,1.2190959453582764,0.004827025994239675,0.00600542212683535,0.004433762531854654,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-11,1.2224042415618896,0.002710053635155585,0.005979060364539321,0.004467408791854655,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-12,1.2278977632522583,0.004483962290305704,0.005888145703851215,0.004415814429572078,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-15,1.2319974899291992,0.0033332561356060053,0.005857298540876078,0.004433981138629423,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
2003-12-16,1.2321947813034058,0.00016012660775810428,0.005789584527967124,0.004403755689088852,,,0.3082981545735611,0.3102290125022657,0.2874165236207721,Low volatility,Low volatility,Low volatility,N/A
